Location,Property_Type,Bedrooms,Bathrooms,House_Size_sqm,Lot_Size_sqm,Year_Built,Furnishing,Water_Supply,Power_Supply,Annual_Rent_NGN
Akobo,Mini Flat,1,2,48,714,2018,Semi-Furnished,Well,Moderate,911000
Ajibode,Mini Flat,1,2,58,460,1992,Fully Furnished,Well,Stable,802000
Akobo,Mini Flat,1,2,56,484,2011,Unfurnished,Well,Stable,666000
Mokola,Self Contained,1,1,27,498,2001,Fully Furnished,Borehole,Stable,440000
Ring Road,3 Bedroom Flat,3,3,125,431,2008,Semi-Furnished,Borehole,Stable,1217000
Bodija,Room,1,1,29,801,1996,Unfurnished,Well,Poor,314000
Bodija,Room,1,1,27,711,2012,Unfurnished,Well,Moderate,215000
Ajibode,Mini Flat,1,2,55,569,2002,Semi-Furnished,Borehole,Stable,662000
Oluyole,2 Bedroom Flat,2,2,90,734,1993,Semi-Furnished,Borehole,Poor,1005000
Mokola,Self Contained,1,1,34,257,2010,Semi-Furnished,Borehole,Moderate,351000
Agbowo,Mini Flat,1,2,59,328,2003,Fully Furnished,Well,Moderate,678000
Agbowo,2 Bedroom Flat,2,2,73,635,1996,Unfurnished,Public,Poor,863000
Mokola,Self Contained,1,1,34,682,2002,Fully Furnished,Borehole,Moderate,337000
Ring Road,Self Contained,1,1,38,600,2022,Unfurnished,Well,Moderate,326000
Agbowo,2 Bedroom Flat,2,2,75,211,2000,Unfurnished,Borehole,Moderate,790000
Bodija,2 Bedroom Flat,2,2,92,358,2014,Unfurnished,Borehole,Moderate,1127000
Ajibode,Self Contained,1,1,34,624,2013,Semi-Furnished,Well,Stable,328000
Ajibode,Room,1,1,27,986,2011,Semi-Furnished,Borehole,Stable,226000
Ring Road,Self Contained,1,1,38,769,2011,Fully Furnished,Borehole,Poor,355000
Mokola,Self Contained,1,1,39,833,2004,Semi-Furnished,Borehole,Moderate,283000
Challenge,2 Bedroom Flat,2,2,74,611,2007,Semi-Furnished,Borehole,Stable,703000
Ajibode,Room,1,1,22,609,2021,Semi-Furnished,Borehole,Moderate,206000
Mokola,Self Contained,1,1,30,363,1999,Unfurnished,Public,Stable,229000
Agbowo,Mini Flat,1,2,63,721,1998,Unfurnished,Well,Stable,640000
Agbowo,Duplex,4,4,297,536,2014,Unfurnished,Well,Stable,2128000
Bodija,Self Contained,1,1,27,674,1993,Unfurnished,Public,Poor,378000
Ajibode,Self Contained,1,1,26,555,1996,Fully Furnished,Borehole,Stable,373000
Challenge,Self Contained,1,1,31,600,2015,Semi-Furnished,Public,Poor,333000
Akobo,Self Contained,1,1,35,534,2009,Semi-Furnished,Public,Moderate,487000
Ajibode,2 Bedroom Flat,2,2,88,590,2010,Unfurnished,Borehole,Moderate,678000
Ajibode,Room,1,1,25,730,1994,Unfurnished,Borehole,Moderate,221000
Ajibode,3 Bedroom Flat,3,3,120,322,2019,Unfurnished,Public,Poor,1127000
Ajibode,2 Bedroom Flat,2,2,91,281,2012,Semi-Furnished,Borehole,Moderate,884000
Akobo,Room,1,1,26,626,2012,Semi-Furnished,Borehole,Moderate,265000
Mokola,Room,1,1,26,809,1995,Fully Furnished,Public,Poor,187000
Ajibode,Room,1,1,25,854,2012,Unfurnished,Public,Stable,212000
Ajibode,2 Bedroom Flat,2,2,89,329,2004,Semi-Furnished,Borehole,Moderate,913000
Akobo,Room,1,1,19,477,1990,Semi-Furnished,Borehole,Stable,230000
Mokola,Room,1,1,19,283,2017,Unfurnished,Borehole,Poor,122000
Agbowo,Mini Flat,1,2,62,450,1999,Semi-Furnished,Well,Poor,557000
Agbowo,3 Bedroom Flat,3,3,130,752,2022,Unfurnished,Borehole,Moderate,1130000
Akobo,Room,1,1,25,547,2013,Unfurnished,Well,Poor,224000
Agbowo,Self Contained,1,1,33,482,1995,Unfurnished,Borehole,Moderate,269000
Ajibode,Mini Flat,1,2,53,648,2003,Semi-Furnished,Borehole,Moderate,660000
Oluyole,Mini Flat,1,2,62,406,2021,Semi-Furnished,Well,Moderate,665000
Akobo,Self Contained,1,1,33,836,2008,Unfurnished,Borehole,Stable,386000
Akobo,Self Contained,1,1,33,551,1995,Semi-Furnished,Well,Poor,529000
Challenge,2 Bedroom Flat,2,2,72,477,2009,Unfurnished,Borehole,Moderate,661000
Oluyole,Duplex,4,4,212,655,2014,Unfurnished,Borehole,Stable,2737000
Ajibode,Self Contained,1,1,28,719,2009,Semi-Furnished,Borehole,Moderate,329000
Agbowo,Mini Flat,1,2,52,837,2000,Unfurnished,Public,Moderate,512000
Ajibode,Mini Flat,1,2,63,512,2021,Fully Furnished,Public,Moderate,701000
Ajibode,Self Contained,1,1,38,745,2018,Semi-Furnished,Borehole,Moderate,374000
Oluyole,Self Contained,1,1,37,568,2019,Semi-Furnished,Public,Poor,424000
Mokola,2 Bedroom Flat,2,2,97,439,2018,Unfurnished,Public,Moderate,519000
Ologuneru,Mini Flat,1,2,55,410,2011,Semi-Furnished,Public,Moderate,581000
Akobo,2 Bedroom Flat,2,2,71,352,2000,Unfurnished,Borehole,Moderate,957000
Ajibode,Mini Flat,1,2,64,416,2009,Unfurnished,Borehole,Moderate,479000
Ajibode,Room,1,1,22,750,2003,Unfurnished,Well,Stable,233000
Mokola,Self Contained,1,1,31,677,2016,Unfurnished,Well,Poor,300000
Akobo,Self Contained,1,1,32,326,1993,Semi-Furnished,Borehole,Poor,422000
Akobo,Room,1,1,26,235,1996,Semi-Furnished,Borehole,Stable,250000
Challenge,Mini Flat,1,2,53,349,2019,Semi-Furnished,Borehole,Moderate,603000
Oluyole,2 Bedroom Flat,2,2,78,410,1999,Unfurnished,Well,Poor,1003000
Mokola,Self Contained,1,1,35,495,1996,Unfurnished,Borehole,Stable,290000
Ajibode,Mini Flat,1,2,54,761,1994,Unfurnished,Borehole,Moderate,443000
Challenge,Self Contained,1,1,25,451,1993,Semi-Furnished,Borehole,Moderate,326000
Mokola,Mini Flat,1,2,53,852,2004,Unfurnished,Borehole,Stable,426000
Agbowo,Self Contained,1,1,27,247,1991,Unfurnished,Well,Moderate,220000
Akobo,Room,1,1,29,487,2004,Semi-Furnished,Well,Stable,320000
Agbowo,Mini Flat,1,2,55,691,2009,Semi-Furnished,Borehole,Moderate,559000
Apata,Self Contained,1,1,30,702,2023,Semi-Furnished,Well,Moderate,346000
Ajibode,Self Contained,1,1,25,489,2002,Unfurnished,Borehole,Stable,305000
Akobo,Room,1,1,29,730,2014,Unfurnished,Public,Moderate,213000
Ajibode,3 Bedroom Flat,3,3,159,696,2003,Semi-Furnished,Borehole,Stable,1099000
Oluyole,Room,1,1,22,427,1998,Semi-Furnished,Borehole,Moderate,273000
Ajibode,Self Contained,1,1,29,606,2011,Semi-Furnished,Well,Moderate,302000
Agbowo,Room,1,1,24,676,1994,Semi-Furnished,Borehole,Stable,239000
Bodija,Room,1,1,22,440,2003,Fully Furnished,Borehole,Moderate,450000
Ring Road,Room,1,1,23,854,2006,Semi-Furnished,Borehole,Poor,238000
Ajibode,2 Bedroom Flat,2,2,77,399,1994,Fully Furnished,Public,Stable,1000000
Ajibode,Room,1,1,27,575,2002,Fully Furnished,Public,Moderate,300000
Challenge,2 Bedroom Flat,2,2,75,325,2020,Semi-Furnished,Public,Moderate,696000
Bodija,Self Contained,1,1,33,568,1999,Unfurnished,Borehole,Poor,460000
Ring Road,Self Contained,1,1,36,357,2012,Semi-Furnished,Borehole,Moderate,344000
Ajibode,Room,1,1,24,497,2018,Unfurnished,Borehole,Moderate,158000
Akobo,Self Contained,1,1,31,264,2005,Unfurnished,Borehole,Moderate,420000
Agbowo,Room,1,1,18,693,2006,Semi-Furnished,Public,Poor,239000
Ajibode,Mini Flat,1,2,62,614,1996,Unfurnished,Borehole,Moderate,537000
Oluyole,Self Contained,1,1,32,745,2003,Unfurnished,Public,Stable,371000
Akobo,3 Bedroom Flat,3,3,110,487,1998,Unfurnished,Well,Poor,1591000
Challenge,Room,1,1,23,754,1996,Unfurnished,Public,Moderate,179000
Agbowo,Room,1,1,21,557,2003,Unfurnished,Borehole,Moderate,238000
Bodija,Self Contained,1,1,25,570,2005,Unfurnished,Borehole,Poor,445000
Agbowo,Mini Flat,1,2,57,930,1999,Semi-Furnished,Borehole,Moderate,668000
Ologuneru,Room,1,1,28,462,1994,Fully Furnished,Well,Moderate,230000
Agbowo,Self Contained,1,1,37,770,1996,Fully Furnished,Public,Poor,530000
Agbowo,2 Bedroom Flat,2,2,98,636,2011,Unfurnished,Public,Moderate,493000
Agbowo,Mini Flat,1,2,46,447,2013,Unfurnished,Well,Moderate,494000
Akobo,3 Bedroom Flat,3,3,112,313,2011,Unfurnished,Borehole,Poor,1197000
Agbowo,Self Contained,1,1,29,364,1992,Unfurnished,Public,Stable,296000
Ring Road,Self Contained,1,1,39,753,1996,Unfurnished,Borehole,Moderate,339000
Agbowo,Room,1,1,25,862,2008,Semi-Furnished,Well,Poor,236000
Ring Road,Room,1,1,22,566,1997,Unfurnished,Well,Moderate,176000
Ajibode,2 Bedroom Flat,2,2,76,575,2012,Semi-Furnished,Well,Moderate,706000
Akobo,Mini Flat,1,2,55,689,2009,Unfurnished,Borehole,Stable,661000
Ring Road,Mini Flat,1,2,48,563,2022,Unfurnished,Borehole,Moderate,439000
Ajibode,Room,1,1,27,747,1995,Semi-Furnished,Borehole,Poor,271000
Ologuneru,Room,1,1,21,602,2004,Unfurnished,Borehole,Moderate,176000
Bodija,Room,1,1,18,574,1994,Semi-Furnished,Well,Poor,392000
Apata,Self Contained,1,1,38,424,2003,Semi-Furnished,Borehole,Stable,231000
Oluyole,Room,1,1,24,379,1998,Unfurnished,Borehole,Poor,269000
Agbowo,Self Contained,1,1,29,200,2015,Semi-Furnished,Borehole,Stable,418000
Ajibode,Self Contained,1,1,30,772,2021,Semi-Furnished,Borehole,Moderate,316000
Agbowo,2 Bedroom Flat,2,2,92,523,2020,Unfurnished,Borehole,Stable,771000
Ajibode,2 Bedroom Flat,2,2,86,477,1995,Unfurnished,Borehole,Poor,756000
Ajibode,Mini Flat,1,2,59,200,1990,Unfurnished,Public,Moderate,439000
Ajibode,Room,1,1,18,434,2008,Unfurnished,Borehole,Moderate,186000
Agbowo,Mini Flat,1,2,52,411,2004,Semi-Furnished,Well,Moderate,662000
Challenge,Self Contained,1,1,29,406,2023,Unfurnished,Borehole,Moderate,243000
Ajibode,Self Contained,1,1,30,609,2008,Unfurnished,Well,Moderate,399000
Ajibode,2 Bedroom Flat,2,2,76,572,2000,Unfurnished,Public,Moderate,653000
Akobo,Self Contained,1,1,25,304,2007,Unfurnished,Well,Moderate,327000
Ajibode,2 Bedroom Flat,2,2,91,316,2013,Unfurnished,Borehole,Poor,763000
Ajibode,2 Bedroom Flat,2,2,86,316,1998,Semi-Furnished,Well,Stable,917000
Ajibode,Self Contained,1,1,35,875,2000,Unfurnished,Borehole,Moderate,311000
Apata,Self Contained,1,1,25,818,1993,Unfurnished,Borehole,Moderate,242000
Mokola,Mini Flat,1,2,59,396,2007,Unfurnished,Well,Moderate,506000
Agbowo,Self Contained,1,1,31,200,2012,Unfurnished,Borehole,Poor,303000
Akobo,Self Contained,1,1,35,573,1990,Unfurnished,Public,Stable,407000
Bodija,Mini Flat,1,2,62,558,2014,Unfurnished,Borehole,Poor,838000
Oluyole,Mini Flat,1,2,49,607,1998,Unfurnished,Well,Stable,539000
Oluyole,Mini Flat,1,2,49,683,1990,Unfurnished,Well,Moderate,577000
Akobo,Self Contained,1,1,35,631,2006,Semi-Furnished,Borehole,Moderate,453000
Agbowo,Room,1,1,25,349,1992,Unfurnished,Borehole,Poor,228000
Ajibode,Self Contained,1,1,37,602,2012,Semi-Furnished,Public,Moderate,339000
Bodija,3 Bedroom Flat,3,3,124,703,1990,Semi-Furnished,Borehole,Moderate,2091000
Ring Road,Self Contained,1,1,29,419,2013,Semi-Furnished,Borehole,Moderate,319000
Akobo,Mini Flat,1,2,51,603,2002,Semi-Furnished,Borehole,Stable,716000
Mokola,Room,1,1,22,450,2009,Unfurnished,Well,Moderate,184000
Ologuneru,2 Bedroom Flat,2,2,89,909,2009,Unfurnished,Borehole,Moderate,563000
Ajibode,2 Bedroom Flat,2,2,81,311,2001,Unfurnished,Public,Moderate,729000
Oluyole,2 Bedroom Flat,2,2,89,758,2006,Unfurnished,Public,Poor,877000
Oluyole,Self Contained,1,1,28,249,2010,Semi-Furnished,Borehole,Poor,391000
Ologuneru,Room,1,1,28,872,2013,Semi-Furnished,Borehole,Stable,212000
Ologuneru,Mini Flat,1,2,51,344,2019,Unfurnished,Borehole,Moderate,387000
Oluyole,Self Contained,1,1,27,584,2012,Unfurnished,Borehole,Stable,407000
Agbowo,Room,1,1,20,256,2012,Unfurnished,Well,Stable,210000
Challenge,Room,1,1,28,307,2006,Semi-Furnished,Well,Stable,170000
Ajibode,2 Bedroom Flat,2,2,92,711,1991,Unfurnished,Borehole,Stable,602000
Challenge,2 Bedroom Flat,2,2,76,735,2013,Unfurnished,Well,Moderate,587000
Ring Road,Self Contained,1,1,38,593,2022,Semi-Furnished,Borehole,Moderate,301000
Agbowo,Room,1,1,22,683,2004,Unfurnished,Well,Moderate,208000
Akobo,Self Contained,1,1,27,738,2021,Unfurnished,Borehole,Poor,425000
Agbowo,Self Contained,1,1,38,426,2023,Unfurnished,Well,Moderate,271000
Agbowo,Mini Flat,1,2,57,298,2011,Unfurnished,Well,Moderate,504000
Agbowo,Room,1,1,28,547,2020,Semi-Furnished,Borehole,Poor,227000
Challenge,Self Contained,1,1,37,446,2004,Semi-Furnished,Well,Moderate,320000
Apata,Mini Flat,1,2,52,619,2009,Unfurnished,Well,Moderate,336000
Apata,Mini Flat,1,2,52,648,2012,Semi-Furnished,Well,Moderate,434000
Ajibode,Room,1,1,23,427,2020,Unfurnished,Borehole,Moderate,177000
Ring Road,Self Contained,1,1,25,676,1991,Semi-Furnished,Borehole,Stable,368000
Oluyole,Mini Flat,1,2,52,667,2002,Fully Furnished,Public,Moderate,735000
Agbowo,Mini Flat,1,2,64,680,2021,Unfurnished,Public,Stable,439000
Ajibode,Room,1,1,24,476,2005,Unfurnished,Well,Moderate,192000
Agbowo,Self Contained,1,1,33,690,2004,Semi-Furnished,Well,Moderate,384000
Ring Road,Mini Flat,1,2,51,643,2014,Fully Furnished,Borehole,Poor,516000
Akobo,Room,1,1,25,665,2001,Semi-Furnished,Public,Poor,315000
Oluyole,3 Bedroom Flat,3,3,117,852,2017,Semi-Furnished,Borehole,Stable,1309000
Agbowo,Mini Flat,1,2,63,608,2001,Unfurnished,Public,Stable,594000
Oluyole,Self Contained,1,1,38,440,2010,Semi-Furnished,Well,Stable,453000
Ajibode,Room,1,1,19,350,2001,Semi-Furnished,Borehole,Stable,274000
Agbowo,2 Bedroom Flat,2,2,92,753,2005,Unfurnished,Borehole,Moderate,621000
Akobo,Room,1,1,18,614,1999,Unfurnished,Well,Moderate,231000
Ajibode,Self Contained,1,1,28,850,1999,Unfurnished,Public,Moderate,316000
Mokola,2 Bedroom Flat,2,2,74,200,1991,Unfurnished,Borehole,Stable,796000
Agbowo,Room,1,1,26,713,2016,Unfurnished,Well,Stable,212000
Akobo,2 Bedroom Flat,2,2,98,502,2019,Unfurnished,Well,Poor,1037000
Agbowo,Room,1,1,19,486,2022,Semi-Furnished,Well,Poor,173000
Akobo,3 Bedroom Flat,3,3,125,412,2005,Unfurnished,Borehole,Poor,1145000
Ajibode,Self Contained,1,1,37,711,1999,Semi-Furnished,Borehole,Moderate,390000
Ajibode,Mini Flat,1,2,57,660,2004,Unfurnished,Borehole,Poor,378000
Ring Road,2 Bedroom Flat,2,2,91,344,2015,Unfurnished,Public,Moderate,576000
Agbowo,Duplex,4,4,227,579,2004,Unfurnished,Well,Stable,2346000
Mokola,Room,1,1,20,677,1995,Unfurnished,Borehole,Moderate,235000
Ologuneru,Room,1,1,22,582,2006,Fully Furnished,Borehole,Poor,178000
Ajibode,2 Bedroom Flat,2,2,81,749,1990,Fully Furnished,Borehole,Moderate,942000
Agbowo,Room,1,1,20,497,2012,Unfurnished,Public,Moderate,178000
Oluyole,Self Contained,1,1,38,200,2023,Fully Furnished,Public,Moderate,530000
Ologuneru,2 Bedroom Flat,2,2,70,583,2014,Unfurnished,Well,Stable,562000
Ring Road,2 Bedroom Flat,2,2,86,582,1990,Unfurnished,Borehole,Stable,728000
Bodija,Self Contained,1,1,28,606,2014,Unfurnished,Borehole,Poor,391000
Challenge,Duplex,4,4,233,749,2005,Semi-Furnished,Borehole,Moderate,2021000
Ajibode,3 Bedroom Flat,3,3,111,200,2001,Unfurnished,Borehole,Moderate,933000
Ologuneru,Room,1,1,28,507,1999,Unfurnished,Borehole,Stable,140000
Ologuneru,2 Bedroom Flat,2,2,83,383,2016,Semi-Furnished,Well,Moderate,632000
Ajibode,Self Contained,1,1,33,332,1996,Unfurnished,Borehole,Stable,305000
Agbowo,Room,1,1,22,536,1995,Semi-Furnished,Well,Stable,205000
Ajibode,Self Contained,1,1,34,676,2000,Fully Furnished,Well,Moderate,366000
Agbowo,Self Contained,1,1,31,604,2013,Unfurnished,Borehole,Poor,303000
Mokola,2 Bedroom Flat,2,2,73,426,2014,Semi-Furnished,Well,Poor,762000
Agbowo,2 Bedroom Flat,2,2,88,523,1992,Unfurnished,Well,Moderate,712000
Ajibode,Room,1,1,22,717,1993,Fully Furnished,Borehole,Moderate,219000
Agbowo,Self Contained,1,1,27,672,1993,Semi-Furnished,Well,Stable,357000
Ologuneru,Room,1,1,19,450,1990,Unfurnished,Borehole,Moderate,166000
Akobo,Room,1,1,19,438,2019,Semi-Furnished,Public,Poor,253000
Agbowo,Room,1,1,28,241,2004,Unfurnished,Borehole,Moderate,183000
Ajibode,Room,1,1,22,472,2020,Unfurnished,Borehole,Poor,165000
Ologuneru,2 Bedroom Flat,2,2,98,237,1994,Unfurnished,Borehole,Moderate,496000
Mokola,Duplex,4,4,180,922,2010,Unfurnished,Borehole,Poor,1535000
Agbowo,Room,1,1,25,396,1993,Unfurnished,Borehole,Stable,186000
Ajibode,Room,1,1,24,749,1996,Semi-Furnished,Public,Moderate,197000
Ajibode,Room,1,1,27,877,2018,Unfurnished,Borehole,Moderate,171000
Ajibode,Mini Flat,1,2,56,588,2021,Fully Furnished,Public,Moderate,638000
Akobo,Self Contained,1,1,38,531,2000,Unfurnished,Public,Stable,326000
Apata,Mini Flat,1,2,56,311,2022,Fully Furnished,Borehole,Stable,662000
Bodija,Self Contained,1,1,26,459,2006,Unfurnished,Well,Moderate,445000
Mokola,Self Contained,1,1,31,838,2001,Unfurnished,Borehole,Moderate,374000
Bodija,Room,1,1,27,613,1990,Unfurnished,Borehole,Stable,308000
Oluyole,2 Bedroom Flat,2,2,77,555,2012,Semi-Furnished,Public,Moderate,1087000
Oluyole,Self Contained,1,1,36,786,1996,Semi-Furnished,Well,Moderate,396000
Ajibode,Room,1,1,18,675,2003,Fully Furnished,Borehole,Stable,274000
Agbowo,Mini Flat,1,2,52,523,1996,Unfurnished,Borehole,Moderate,429000
Akobo,Mini Flat,1,2,52,588,2003,Unfurnished,Borehole,Poor,646000
Ajibode,Room,1,1,28,411,2023,Unfurnished,Public,Moderate,188000
Agbowo,2 Bedroom Flat,2,2,88,449,1991,Semi-Furnished,Public,Moderate,890000
Bodija,Room,1,1,18,512,2009,Fully Furnished,Well,Moderate,359000
Ologuneru,3 Bedroom Flat,3,3,134,650,2006,Unfurnished,Public,Poor,978000
Bodija,Self Contained,1,1,39,325,1999,Unfurnished,Well,Moderate,478000
Mokola,Room,1,1,19,563,1994,Unfurnished,Well,Stable,214000
Agbowo,Self Contained,1,1,27,479,2022,Unfurnished,Well,Moderate,317000
Challenge,Mini Flat,1,2,62,387,2000,Semi-Furnished,Borehole,Poor,604000
Akobo,2 Bedroom Flat,2,2,99,480,2010,Semi-Furnished,Borehole,Stable,932000
Ring Road,Self Contained,1,1,34,200,1993,Semi-Furnished,Borehole,Moderate,391000
Agbowo,2 Bedroom Flat,2,2,92,413,2014,Unfurnished,Borehole,Poor,642000
Akobo,Mini Flat,1,2,51,352,2022,Unfurnished,Borehole,Stable,647000
Akobo,Room,1,1,23,499,2002,Unfurnished,Borehole,Stable,273000
Agbowo,Room,1,1,26,200,1993,Unfurnished,Borehole,Moderate,233000
Ajibode,Self Contained,1,1,39,584,2019,Unfurnished,Borehole,Poor,298000
Ajibode,Self Contained,1,1,38,713,2016,Semi-Furnished,Public,Moderate,294000
Ajibode,Self Contained,1,1,35,528,2017,Unfurnished,Borehole,Poor,360000
Ring Road,Room,1,1,29,639,1997,Unfurnished,Borehole,Moderate,175000
Agbowo,Mini Flat,1,2,58,457,2015,Unfurnished,Public,Moderate,478000
Ajibode,2 Bedroom Flat,2,2,92,270,2023,Unfurnished,Public,Stable,697000
Oluyole,Mini Flat,1,2,49,550,2018,Fully Furnished,Borehole,Moderate,711000
Agbowo,Room,1,1,18,672,1991,Unfurnished,Borehole,Poor,258000
Bodija,Self Contained,1,1,35,311,1995,Fully Furnished,Well,Moderate,530000
Ajibode,2 Bedroom Flat,2,2,90,466,2005,Unfurnished,Borehole,Moderate,829000
Apata,2 Bedroom Flat,2,2,94,505,1996,Fully Furnished,Borehole,Moderate,893000
Mokola,Room,1,1,24,1063,2000,Semi-Furnished,Borehole,Poor,238000
Mokola,Self Contained,1,1,27,590,2005,Fully Furnished,Borehole,Poor,374000
Agbowo,Mini Flat,1,2,62,206,1995,Unfurnished,Borehole,Stable,543000
Challenge,Room,1,1,23,200,1998,Semi-Furnished,Borehole,Moderate,202000
Ajibode,Room,1,1,21,681,1992,Unfurnished,Borehole,Stable,183000
Ajibode,2 Bedroom Flat,2,2,80,997,2018,Fully Furnished,Public,Stable,1108000
Ajibode,Room,1,1,19,499,1997,Unfurnished,Borehole,Moderate,182000
Akobo,Self Contained,1,1,38,488,2006,Fully Furnished,Borehole,Moderate,586000
Bodija,Self Contained,1,1,29,627,1995,Unfurnished,Borehole,Stable,535000
Bodija,Room,1,1,19,406,2000,Semi-Furnished,Borehole,Poor,311000
Ajibode,3 Bedroom Flat,3,3,158,200,1999,Unfurnished,Borehole,Poor,1149000
Agbowo,Room,1,1,18,736,1991,Semi-Furnished,Borehole,Moderate,244000
Oluyole,Mini Flat,1,2,54,439,2018,Unfurnished,Borehole,Poor,587000
Bodija,2 Bedroom Flat,2,2,77,739,1995,Unfurnished,Borehole,Stable,952000
Oluyole,Room,1,1,21,413,1998,Unfurnished,Borehole,Poor,231000
Agbowo,Mini Flat,1,2,45,571,1991,Unfurnished,Borehole,Stable,386000
Mokola,Self Contained,1,1,27,703,1993,Unfurnished,Borehole,Poor,308000
Akobo,Room,1,1,20,742,2019,Unfurnished,Well,Moderate,305000
Ajibode,Self Contained,1,1,33,591,1993,Unfurnished,Borehole,Stable,322000
Agbowo,Mini Flat,1,2,49,582,1990,Unfurnished,Well,Poor,538000
Akobo,Mini Flat,1,2,64,661,2000,Semi-Furnished,Borehole,Moderate,683000
Mokola,3 Bedroom Flat,3,3,115,633,1996,Semi-Furnished,Borehole,Stable,1066000
Agbowo,Room,1,1,29,317,2007,Fully Furnished,Well,Moderate,218000
Agbowo,Mini Flat,1,2,55,321,1997,Semi-Furnished,Borehole,Moderate,625000
Mokola,Self Contained,1,1,32,200,2019,Unfurnished,Borehole,Moderate,327000
Oluyole,Room,1,1,22,687,2004,Unfurnished,Borehole,Poor,226000
Bodija,Self Contained,1,1,26,478,1999,Unfurnished,Borehole,Moderate,478000
Bodija,Room,1,1,22,697,1991,Unfurnished,Borehole,Moderate,346000
Ajibode,Self Contained,1,1,37,622,2004,Fully Furnished,Well,Stable,483000
Akobo,Room,1,1,28,369,2011,Unfurnished,Borehole,Moderate,284000
Agbowo,Room,1,1,18,528,2023,Fully Furnished,Borehole,Poor,271000
Ologuneru,Mini Flat,1,2,56,468,1992,Semi-Furnished,Well,Poor,408000
Bodija,Room,1,1,25,440,1993,Semi-Furnished,Borehole,Moderate,339000
Bodija,Room,1,1,23,714,2014,Unfurnished,Borehole,Poor,289000
Akobo,Mini Flat,1,2,53,1001,1994,Unfurnished,Public,Moderate,480000
Ring Road,2 Bedroom Flat,2,2,99,750,2001,Unfurnished,Borehole,Poor,635000
Challenge,Self Contained,1,1,31,545,2013,Unfurnished,Well,Moderate,324000
Bodija,Self Contained,1,1,33,776,2008,Fully Furnished,Well,Moderate,651000
Oluyole,Room,1,1,26,858,2021,Semi-Furnished,Well,Poor,260000
Akobo,Mini Flat,1,2,58,299,2001,Unfurnished,Borehole,Poor,616000
Bodija,Room,1,1,19,770,2016,Unfurnished,Borehole,Moderate,266000
Ajibode,Room,1,1,18,688,2007,Semi-Furnished,Borehole,Stable,203000
Bodija,Room,1,1,24,763,2014,Unfurnished,Public,Poor,213000
Agbowo,Room,1,1,26,696,2012,Unfurnished,Borehole,Poor,199000
Ring Road,2 Bedroom Flat,2,2,70,509,1992,Semi-Furnished,Borehole,Stable,686000
Agbowo,2 Bedroom Flat,2,2,99,915,1991,Unfurnished,Borehole,Poor,710000
Apata,Self Contained,1,1,31,611,2000,Unfurnished,Borehole,Moderate,256000
Bodija,Room,1,1,21,471,2019,Unfurnished,Well,Moderate,256000
Akobo,Room,1,1,22,641,2002,Semi-Furnished,Borehole,Moderate,342000
Bodija,2 Bedroom Flat,2,2,89,725,1995,Unfurnished,Borehole,Moderate,874000
Ajibode,Self Contained,1,1,39,567,2001,Semi-Furnished,Borehole,Poor,323000
Agbowo,3 Bedroom Flat,3,3,136,620,1997,Fully Furnished,Borehole,Moderate,1892000
Ajibode,Self Contained,1,1,29,565,1998,Unfurnished,Public,Moderate,330000
Akobo,Mini Flat,1,2,56,431,1993,Unfurnished,Well,Moderate,771000
Bodija,Room,1,1,25,402,2021,Fully Furnished,Borehole,Poor,379000
Challenge,2 Bedroom Flat,2,2,74,297,2001,Unfurnished,Borehole,Moderate,639000
Agbowo,3 Bedroom Flat,3,3,137,823,2007,Semi-Furnished,Borehole,Moderate,1332000
Ajibode,Mini Flat,1,2,47,509,2020,Semi-Furnished,Borehole,Poor,520000
Agbowo,Self Contained,1,1,28,200,2018,Unfurnished,Well,Poor,267000
Apata,3 Bedroom Flat,3,3,117,621,2018,Semi-Furnished,Borehole,Poor,806000
Oluyole,Room,1,1,19,617,2016,Unfurnished,Well,Poor,239000
Agbowo,2 Bedroom Flat,2,2,93,214,2000,Unfurnished,Well,Moderate,737000
Bodija,Room,1,1,24,400,2022,Unfurnished,Borehole,Moderate,183000
Ajibode,Self Contained,1,1,26,392,2007,Semi-Furnished,Well,Moderate,314000
Ologuneru,Mini Flat,1,2,50,416,2009,Fully Furnished,Well,Stable,634000
